link_id,road_name,od_count,affected_user_weight,route_candidate_count,candidate_user_exposure
2060082200,백현로,1,22,2,44
2060077201,백현로,1,22,2,44
2060085001,백현로,1,22,2,44
2060185806,판교원로,1,22,2,44
2060180100,판교원로82번길,1,22,2,44
2040014600,공원로,1,22,2,44
2040013401,공원로,1,22,2,44
2060084001,내정로,1,22,1,22
2060365601,분당내곡로,1,22,1,22
2060105200,수내로,1,22,1,22
2060086200,내정로,1,22,1,22
2060112204,분당내곡간도시고속화도로,1,22,1,22
2060109700,수내로,1,22,1,22
2060101000,수내로,1,22,1,22
2060101001,수내로,1,22,1,22
2060103200,수내로,1,22,1,22
2060112205,분당내곡간도시고속화도로,1,22,1,22
2060087400,수내로,1,22,1,22
2060082401,내정로,1,22,1,22
2060112207,분당내곡간도시고속화도로,1,22,1,22
2060365801,분당내곡로,1,22,1,22
2060112206,분당내곡간도시고속화도로,1,22,1,22
2060105201,수내로,1,22,1,22
2060112202,분당내곡간도시고속화도로,1,22,1,22
2060084000,내정로,1,22,1,22
2060103201,수내로,1,22,1,22
2060365602,분당내곡로,1,22,1,22
2060106400,수내로,1,22,1,22
2060082400,내정로,1,22,1,22
2060077400,내정로,1,22,1,22
2060087402,수내로,1,22,1,22
2060206201,안양판교로,1,22,1,22
2060206202,안양판교로,1,22,1,22
2060206800,안양판교로,1,22,1,22
2060206205,안양판교로,1,22,1,22
2060206204,안양판교로,1,22,1,22
2060206203,안양판교로,1,22,1,22
2060206200,안양판교로,1,22,1,22
2060180101,판교원로82번길,1,22,1,22
2060185803,판교원로,1,22,1,22
2060185804,판교원로,1,22,1,22
2060185807,판교원로,1,22,1,22
2060182303,판교원로,1,22,1,22
2060185809,판교원로,1,22,1,22
2060182305,판교원로,1,22,1,22
2060182302,판교원로,1,22,1,22
2060185600,판교원로,1,22,1,22
2060185805,판교원로,1,22,1,22
2060185802,판교원로,1,22,1,22
2060185810,판교원로,1,22,1,22
2060182304,판교원로,1,22,1,22
2060199201,동판교로,1,22,1,22
2060193200,동판교로177번길,1,22,1,22
2060199200,동판교로,1,22,1,22
2060193000,동판교로177번길,1,22,1,22
2060193201,동판교로177번길,1,22,1,22
2060193002,동판교로177번길,1,22,1,22
2040012105,수정로,1,22,1,22
2040011501,수정로,1,22,1,22
2050023404,산성대로,1,22,1,22
2040415504,수정로,1,22,1,22
2040415500,수정로,1,22,1,22
2050006101,성남대로,1,22,1,22
2040011700,수정로,1,22,1,22
2040011701,수정로,1,22,1,22
2040002003,성남대로,1,22,1,22
2040011704,수정로,1,22,1,22
2040415301,수정로,1,22,1,22
2040415505,수정로,1,22,1,22
2040011502,수정로,1,22,1,22
2050023403,산성대로,1,22,1,22
2040415303,수정로,1,22,1,22
2040415503,수정로,1,22,1,22
2040012104,수정로,1,22,1,22
2040415300,수정로,1,22,1,22
2040012102,수정로,1,22,1,22
2050023401,산성대로,1,22,1,22
2040415501,수정로,1,22,1,22
2040012101,수정로,1,22,1,22
2040415302,수정로,1,22,1,22
2040011506,수정로,1,22,1,22
2040011703,수정로,1,22,1,22
2040012100,수정로,1,22,1,22
2040415502,수정로,1,22,1,22
2040011500,수정로,1,22,1,22
2050023402,산성대로,1,22,1,22
