od_id,user_count,origin_location_id,origin_name,origin_lat,origin_lon,destination_location_id,destination_name,destination_region,destination_lat,destination_lon,route_candidate_count
OD_000205,18,ORG_004,안랩,37.40083691,127.11023594,EXT_011,기흥역,yongin,37.27601815,127.11693329,3
OD_000206,18,ORG_004,안랩,37.40083691,127.11023594,HOME_015,산운마을14단지경남아너스빌아파트,seongnam,37.3841993,127.07415636,3
OD_000207,18,ORG_004,안랩,37.40083691,127.11023594,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000208,18,ORG_004,안랩,37.40083691,127.11023594,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000209,18,ORG_005,NHN Play Museum,37.4007257,127.10412539,HOME_006,백현마을5단지(주공),seongnam,37.39036594,127.11276379,3
OD_000210,18,ORG_005,NHN Play Museum,37.4007257,127.10412539,HOME_027,신흥역 하늘채 랜더스원 4단지,seongnam,37.44030526,127.14978679,3
OD_000211,18,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_008,판교봇들마을9단지금호어울림아파트,seongnam,37.39642089,127.11790204,3
OD_000212,18,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_015,산운마을14단지경남아너스빌아파트,seongnam,37.3841993,127.07415636,3
OD_000213,18,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_026,신흥역 하늘채 랜더스원 3단지,seongnam,37.44002753,127.15028675,3
OD_000214,18,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000215,18,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_017,파크타운아파트,seongnam,37.372507,127.11812491,3
OD_000216,18,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_024,성남두산,seongnam,37.44436034,127.14931449,3
OD_000217,18,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_005,봇들마을7단지,seongnam,37.39639306,127.11495786,3
OD_000218,18,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_007,판교원마을7단지,seongnam,37.38642159,127.09237686,3
OD_000219,18,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_019,판교알파리움2단지,seongnam,37.39333776,127.1094029,3
OD_000220,18,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_025,산성역 포레스티아 아파트,seongnam,37.45080399,127.14689786,3
OD_000221,18,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000222,18,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000223,18,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_009,수원역,suwon,37.26435073,126.99924985,3
OD_000224,18,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_012,경기광주역,gwangju,37.39925633,127.25308413,3
OD_000225,18,ORG_010,웹젠,37.40222547,127.10090342,EXT_013,미사역,hanam,37.56309735,127.19289048,3
OD_000226,18,ORG_010,웹젠,37.40222547,127.10090342,HOME_004,봇들마을4단지,seongnam,37.40372558,127.11687415,3
OD_000227,18,ORG_010,웹젠,37.40222547,127.10090342,HOME_014,산운마을13단지,seongnam,37.38694898,127.07435071,3
OD_000228,18,ORG_010,웹젠,37.40222547,127.10090342,HOME_027,신흥역 하늘채 랜더스원 4단지,seongnam,37.44030526,127.14978679,3
OD_000229,18,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_006,교대역,seoul,37.49399104,127.01435314,3
OD_000230,18,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_011,기흥역,yongin,37.27601815,127.11693329,3
OD_000231,18,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,EXT_005,선릉역,seoul,37.50451822,127.04893303,3
OD_000232,18,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,HOME_026,신흥역 하늘채 랜더스원 3단지,seongnam,37.44002753,127.15028675,3
OD_000233,18,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000234,18,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000235,18,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_001,성남판교백현마을2단지,seongnam,37.39325459,127.11776325,3
OD_000236,18,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_002,판교푸르지오그랑블,seongnam,37.39333789,127.11654114,3
OD_000237,18,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_006,백현마을5단지(주공),seongnam,37.39036594,127.11276379,3
OD_000238,18,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_011,봇들마을휴먼시아8단지,seongnam,37.39603199,127.11490232,3
OD_000239,18,ORG_015,유스페이스1,37.40011472,127.10762509,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000240,17,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000241,17,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_013,산운마을11단지판교포레라움아파트,seongnam,37.38947646,127.07393401,3
OD_000242,17,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000243,17,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000244,17,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_003,수서역,seoul,37.48366056,127.10606731,3
OD_000245,17,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_024,성남두산,seongnam,37.44436034,127.14931449,3
OD_000246,17,ORG_004,안랩,37.40083691,127.11023594,EXT_009,수원역,suwon,37.26435073,126.99924985,3
OD_000247,17,ORG_004,안랩,37.40083691,127.11023594,EXT_010,죽전역,yongin,37.32548448,127.10726611,3
OD_000248,17,ORG_004,안랩,37.40083691,127.11023594,HOME_011,봇들마을휴먼시아8단지,seongnam,37.39603199,127.11490232,3
OD_000249,17,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_013,산운마을11단지판교포레라움아파트,seongnam,37.38947646,127.07393401,3
OD_000250,17,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000251,17,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_020,판교대방노블랜드,seongnam,37.39303163,127.07529489,3
OD_000252,17,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_001,성남판교백현마을2단지,seongnam,37.39325459,127.11776325,3
OD_000253,17,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000254,17,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_014,산운마을13단지,seongnam,37.38694898,127.07435071,3
OD_000255,17,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_026,신흥역 하늘채 랜더스원 3단지,seongnam,37.44002753,127.15028675,3
OD_000256,17,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_027,신흥역 하늘채 랜더스원 4단지,seongnam,37.44030526,127.14978679,3
OD_000257,17,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000258,17,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_015,산운마을14단지경남아너스빌아파트,seongnam,37.3841993,127.07415636,3
OD_000259,17,ORG_010,웹젠,37.40222547,127.10090342,EXT_007,사당역,seoul,37.47654804,126.98160661,3
OD_000260,17,ORG_010,웹젠,37.40222547,127.10090342,HOME_009,판교백현마을7단지,seongnam,37.38956044,127.11026404,3
OD_000261,17,ORG_010,웹젠,37.40222547,127.10090342,HOME_011,봇들마을휴먼시아8단지,seongnam,37.39603199,127.11490232,3
OD_000262,17,ORG_010,웹젠,37.40222547,127.10090342,HOME_013,산운마을11단지판교포레라움아파트,seongnam,37.38947646,127.07393401,3
OD_000263,17,ORG_010,웹젠,37.40222547,127.10090342,HOME_018,판교 알파리움1단지,seongnam,37.39603188,127.10859734,3
OD_000264,17,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000265,17,ORG_011,유라코퍼레이션,37.40258667,127.10826385,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000266,17,ORG_011,유라코퍼레이션,37.40258667,127.10826385,HOME_014,산운마을13단지,seongnam,37.38694898,127.07435071,3
OD_000267,17,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,HOME_003,봇들마을3단지아파트,seongnam,37.40269792,127.1166242,3
OD_000268,17,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,HOME_006,백현마을5단지(주공),seongnam,37.39036594,127.11276379,3
OD_000269,17,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,HOME_013,산운마을11단지판교포레라움아파트,seongnam,37.38947646,127.07393401,3
OD_000270,17,ORG_012,한국파스퇴르연구소,37.40647501,127.10270869,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000271,17,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000272,17,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000273,17,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_009,판교백현마을7단지,seongnam,37.38956044,127.11026404,3
OD_000274,17,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_015,산운마을14단지경남아너스빌아파트,seongnam,37.3841993,127.07415636,3
OD_000275,17,ORG_013,차바이오컴플렉스,37.4041421,127.11129131,HOME_027,신흥역 하늘채 랜더스원 4단지,seongnam,37.44030526,127.14978679,3
OD_000276,17,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,EXT_005,선릉역,seoul,37.50451822,127.04893303,3
OD_000277,17,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,HOME_004,봇들마을4단지,seongnam,37.40372558,127.11687415,3
OD_000278,17,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,HOME_010,판교백현마을8단지,seongnam,37.38725512,127.10859759,3
OD_000279,17,ORG_014,경기창조경제혁신센터,37.40047572,127.10393097,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000280,16,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_018,판교 알파리움1단지,seongnam,37.39603188,127.10859734,3
OD_000281,16,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_024,성남두산,seongnam,37.44436034,127.14931449,3
OD_000282,16,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_026,신흥역 하늘채 랜더스원 3단지,seongnam,37.44002753,127.15028675,3
OD_000283,16,ORG_001,LIG넥스원 판교하우스,37.4045865,127.11190235,HOME_027,신흥역 하늘채 랜더스원 4단지,seongnam,37.44030526,127.14978679,3
OD_000284,16,ORG_002,넥슨코리아,37.40230883,127.10306989,EXT_001,강남역,seoul,37.49804637,127.0279629,3
OD_000285,16,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_001,성남판교백현마을2단지,seongnam,37.39325459,127.11776325,3
OD_000286,16,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_006,백현마을5단지(주공),seongnam,37.39036594,127.11276379,3
OD_000287,16,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000288,16,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_019,판교알파리움2단지,seongnam,37.39333776,127.1094029,3
OD_000289,16,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000290,16,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_023,성남동어울림아파트,seongnam,37.43038953,127.13773261,3
OD_000291,16,ORG_002,넥슨코리아,37.40230883,127.10306989,HOME_025,산성역 포레스티아 아파트,seongnam,37.45080399,127.14689786,3
OD_000292,16,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000293,16,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,EXT_011,기흥역,yongin,37.27601815,127.11693329,3
OD_000294,16,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_004,봇들마을4단지,seongnam,37.40372558,127.11687415,3
OD_000295,16,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_014,산운마을13단지,seongnam,37.38694898,127.07435071,3
OD_000296,16,ORG_003,엔씨소프트 판교 R&D센터,37.39975366,127.10809728,HOME_023,성남동어울림아파트,seongnam,37.43038953,127.13773261,3
OD_000297,16,ORG_004,안랩,37.40083691,127.11023594,HOME_004,봇들마을4단지,seongnam,37.40372558,127.11687415,3
OD_000298,16,ORG_004,안랩,37.40083691,127.11023594,HOME_008,판교봇들마을9단지금호어울림아파트,seongnam,37.39642089,127.11790204,3
OD_000299,16,ORG_004,안랩,37.40083691,127.11023594,HOME_017,파크타운아파트,seongnam,37.372507,127.11812491,3
OD_000300,16,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_009,수원역,suwon,37.26435073,126.99924985,3
OD_000301,16,ORG_005,NHN Play Museum,37.4007257,127.10412539,EXT_012,경기광주역,gwangju,37.39925633,127.25308413,3
OD_000302,16,ORG_005,NHN Play Museum,37.4007257,127.10412539,HOME_008,판교봇들마을9단지금호어울림아파트,seongnam,37.39642089,127.11790204,3
OD_000303,16,ORG_005,NHN Play Museum,37.4007257,127.10412539,HOME_010,판교백현마을8단지,seongnam,37.38725512,127.10859759,3
OD_000304,16,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,EXT_004,삼성역,seoul,37.50824028,127.06379268,3
OD_000305,16,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000306,16,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_001,성남판교백현마을2단지,seongnam,37.39325459,127.11776325,3
OD_000307,16,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_005,봇들마을7단지,seongnam,37.39639306,127.11495786,3
OD_000308,16,ORG_006,네오위즈 판교타워,37.40047572,127.10387542,HOME_023,성남동어울림아파트,seongnam,37.43038953,127.13773261,3
OD_000309,16,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
OD_000310,16,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_002,판교푸르지오그랑블,seongnam,37.39333789,127.11654114,3
OD_000311,16,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_007,판교원마을7단지,seongnam,37.38642159,127.09237686,3
OD_000312,16,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_010,판교백현마을8단지,seongnam,37.38725512,127.10859759,3
OD_000313,16,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_012,산운12단지 판교센트럴포레,seongnam,37.38969861,127.07129535,3
OD_000314,16,ORG_007,위메이드 판교 사옥,37.40133688,127.11176357,HOME_021,성남 센트럴타운,seongnam,37.41864076,127.13056693,3
OD_000315,16,ORG_008,카카오게임즈,37.39447653,127.10987504,HOME_016,산운마을6단지신동아파밀리에,seongnam,37.39322605,127.07507269,3
OD_000316,16,ORG_009,스마일게이트,37.40258673,127.11179131,EXT_008,광교중앙역,suwon,37.28845999,127.05163331,3
OD_000317,16,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_005,봇들마을7단지,seongnam,37.39639306,127.11495786,3
OD_000318,16,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_008,판교봇들마을9단지금호어울림아파트,seongnam,37.39642089,127.11790204,3
OD_000319,16,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_010,판교백현마을8단지,seongnam,37.38725512,127.10859759,3
OD_000320,16,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_018,판교 알파리움1단지,seongnam,37.39603188,127.10859734,3
OD_000321,16,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_022,성남단대푸르지오,seongnam,37.4512208,127.15748022,3
OD_000322,16,ORG_009,스마일게이트,37.40258673,127.11179131,HOME_025,산성역 포레스티아 아파트,seongnam,37.45080399,127.14689786,3
OD_000323,16,ORG_010,웹젠,37.40222547,127.10090342,HOME_025,산성역 포레스티아 아파트,seongnam,37.45080399,127.14689786,3
OD_000324,16,ORG_011,유라코퍼레이션,37.40258667,127.10826385,HOME_001,성남판교백현마을2단지,seongnam,37.39325459,127.11776325,3
OD_000422,14,ORG_008,카카오게임즈,37.39447653,127.10987504,EXT_002,잠실역,seoul,37.5140458,127.09934484,3
