evaluation_id,user_id,od_id,origin_location_id,destination_location_id,planned_departure_time,adjustable_minutes,candidate_index,candidate_departure_time,offset_minutes,is_original_time,route_candidate_id,mapping_quality,mapping_search_mode,mapping_coverage_percent,mapping_connectivity_percent,mapping_length_ratio,matched_link_count,route_distance_m,route_time_sec
EVAL_000006751,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,2,17:40,-20,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006752,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,2,17:40,-20,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006753,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,3,17:45,-15,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006754,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,3,17:45,-15,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006755,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,3,17:45,-15,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006756,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,4,17:50,-10,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006757,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,4,17:50,-10,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006758,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,4,17:50,-10,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006759,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,5,17:55,-5,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006760,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,5,17:55,-5,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006761,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,5,17:55,-5,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006762,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,6,18:00,0,True,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006763,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,6,18:00,0,True,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006764,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,6,18:00,0,True,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006765,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,7,18:05,5,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006766,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,7,18:05,5,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006767,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,7,18:05,5,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006768,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,8,18:10,10,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006769,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,8,18:10,10,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006770,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,8,18:10,10,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006771,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,9,18:15,15,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006772,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,9,18:15,15,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006773,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,9,18:15,15,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006774,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,10,18:20,20,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006775,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,10,18:20,20,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006776,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,10,18:20,20,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006777,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,11,18:25,25,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006778,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,11,18:25,25,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006779,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,11,18:25,25,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006780,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,12,18:30,30,False,A,good,wide,91.3,100.0,1.0022,88,24922,
EVAL_000006781,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,12,18:30,30,False,B,good,strict,90.33,100.0,0.9757,79,27572,
EVAL_000006782,user_01883,OD_000038,ORG_004,EXT_013,18:00,30,12,18:30,30,False,C,good,strict,98.58,100.0,0.9866,150,22654,
EVAL_000006783,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,0,18:10,-45,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006784,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,0,18:10,-45,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006785,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,0,18:10,-45,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006786,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,1,18:15,-40,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006787,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,1,18:15,-40,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006788,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,1,18:15,-40,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006789,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,2,18:20,-35,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006790,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,2,18:20,-35,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006791,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,2,18:20,-35,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006792,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,3,18:25,-30,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006793,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,3,18:25,-30,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006794,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,3,18:25,-30,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006795,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,4,18:30,-25,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006796,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,4,18:30,-25,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006797,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,4,18:30,-25,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006798,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,5,18:35,-20,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006799,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,5,18:35,-20,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006800,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,5,18:35,-20,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006801,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,6,18:40,-15,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006802,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,6,18:40,-15,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006803,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,6,18:40,-15,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006804,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,7,18:45,-10,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006805,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,7,18:45,-10,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006806,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,7,18:45,-10,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006807,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,8,18:50,-5,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006808,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,8,18:50,-5,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006809,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,8,18:50,-5,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006810,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,9,18:55,0,True,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006811,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,9,18:55,0,True,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006812,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,9,18:55,0,True,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006813,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,10,19:00,5,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006814,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,10,19:00,5,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006815,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,10,19:00,5,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006816,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,11,19:05,10,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006817,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,11,19:05,10,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006818,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,11,19:05,10,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006819,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,12,19:10,15,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006820,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,12,19:10,15,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006821,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,12,19:10,15,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006822,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,13,19:15,20,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006823,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,13,19:15,20,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006824,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,13,19:15,20,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006825,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,14,19:20,25,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006826,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,14,19:20,25,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006827,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,14,19:20,25,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006828,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,15,19:25,30,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006829,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,15,19:25,30,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006830,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,15,19:25,30,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006831,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,16,19:30,35,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006832,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,16,19:30,35,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006833,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,16,19:30,35,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006834,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,17,19:35,40,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006835,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,17,19:35,40,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006836,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,17,19:35,40,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006837,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,18,19:40,45,False,A,good,strict,98.01,100.0,0.981,127,26017,
EVAL_000006838,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,18,19:40,45,False,B,good,strict,92.36,100.0,0.99,88,33255,
EVAL_000006839,user_01886,OD_000008,ORG_008,EXT_009,18:55,45,18,19:40,45,False,C,recovered,controlled_recovery,88.84,100.0,0.9775,187,21901,
EVAL_000006840,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,0,18:55,-30,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006841,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,0,18:55,-30,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006842,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,0,18:55,-30,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006843,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,1,19:00,-25,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006844,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,1,19:00,-25,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006845,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,1,19:00,-25,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006846,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,2,19:05,-20,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006847,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,2,19:05,-20,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006848,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,2,19:05,-20,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006849,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,3,19:10,-15,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006850,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,3,19:10,-15,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006851,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,3,19:10,-15,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006852,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,4,19:15,-10,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006853,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,4,19:15,-10,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006854,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,4,19:15,-10,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006855,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,5,19:20,-5,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006856,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,5,19:20,-5,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006857,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,5,19:20,-5,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006858,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,6,19:25,0,True,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006859,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,6,19:25,0,True,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006860,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,6,19:25,0,True,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006861,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,7,19:30,5,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006862,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,7,19:30,5,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006863,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,7,19:30,5,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006864,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,8,19:35,10,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006865,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,8,19:35,10,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006866,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,8,19:35,10,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006867,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,9,19:40,15,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006868,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,9,19:40,15,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006869,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,9,19:40,15,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006870,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,10,19:45,20,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006871,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,10,19:45,20,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006872,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,10,19:45,20,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006873,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,11,19:50,25,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006874,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,11,19:50,25,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006875,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,11,19:50,25,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006876,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,12,19:55,30,False,A,good,strict,98.6,100.0,0.9849,65,15377,
EVAL_000006877,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,12,19:55,30,False,B,good,strict,99.0,100.0,1.002,73,17484,
EVAL_000006878,user_01889,OD_000005,ORG_013,EXT_001,19:25,30,12,19:55,30,False,C,good,normal,90.22,100.0,0.9821,108,14933,
EVAL_000006879,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,0,18:15,-30,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006880,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,0,18:15,-30,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006881,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,0,18:15,-30,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006882,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,1,18:20,-25,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006883,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,1,18:20,-25,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006884,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,1,18:20,-25,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006885,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,2,18:25,-20,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006886,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,2,18:25,-20,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006887,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,2,18:25,-20,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006888,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,3,18:30,-15,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006889,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,3,18:30,-15,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006890,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,3,18:30,-15,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006891,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,4,18:35,-10,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006892,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,4,18:35,-10,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006893,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,4,18:35,-10,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006894,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,5,18:40,-5,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006895,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,5,18:40,-5,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006896,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,5,18:40,-5,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006897,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,6,18:45,0,True,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006898,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,6,18:45,0,True,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006899,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,6,18:45,0,True,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006900,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,7,18:50,5,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006901,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,7,18:50,5,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006902,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,7,18:50,5,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006903,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,8,18:55,10,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006904,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,8,18:55,10,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006905,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,8,18:55,10,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006906,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,9,19:00,15,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006907,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,9,19:00,15,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006908,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,9,19:00,15,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006909,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,10,19:05,20,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006910,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,10,19:05,20,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006911,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,10,19:05,20,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006912,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,11,19:10,25,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006913,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,11,19:10,25,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006914,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,11,19:10,25,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006915,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,12,19:15,30,False,A,recovered,controlled_recovery,93.91,98.63,0.9617,74,16508,
EVAL_000006916,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,12,19:15,30,False,B,good,strict,98.97,100.0,0.9988,78,17591,
EVAL_000006917,user_01894,OD_000003,ORG_007,EXT_006,18:45,30,12,19:15,30,False,C,good,strict,96.22,100.0,1.0019,126,16127,
EVAL_000006918,user_01898,OD_000012,ORG_015,EXT_005,17:35,0,0,17:35,0,True,A,good,strict,99.44,100.0,0.9969,64,14515,
EVAL_000006919,user_01898,OD_000012,ORG_015,EXT_005,17:35,0,0,17:35,0,True,B,good,strict,99.44,100.0,0.9969,64,14515,
EVAL_000006920,user_01898,OD_000012,ORG_015,EXT_005,17:35,0,0,17:35,0,True,C,good,strict,99.44,100.0,0.9979,64,14487,
EVAL_000006921,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,0,18:45,-15,False,A,good,strict,100.0,100.0,0.9982,67,15430,
EVAL_000006922,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,0,18:45,-15,False,B,good,strict,98.98,100.0,0.9999,73,17149,
EVAL_000006923,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,0,18:45,-15,False,C,good,normal,90.33,100.0,0.9807,109,15098,
EVAL_000006924,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,1,18:50,-10,False,A,good,strict,100.0,100.0,0.9982,67,15430,
EVAL_000006925,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,1,18:50,-10,False,B,good,strict,98.98,100.0,0.9999,73,17149,
EVAL_000006926,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,1,18:50,-10,False,C,good,normal,90.33,100.0,0.9807,109,15098,
EVAL_000006927,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,2,18:55,-5,False,A,good,strict,100.0,100.0,0.9982,67,15430,
EVAL_000006928,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,2,18:55,-5,False,B,good,strict,98.98,100.0,0.9999,73,17149,
EVAL_000006929,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,2,18:55,-5,False,C,good,normal,90.33,100.0,0.9807,109,15098,
EVAL_000006930,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,3,19:00,0,True,A,good,strict,100.0,100.0,0.9982,67,15430,
EVAL_000006931,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,3,19:00,0,True,B,good,strict,98.98,100.0,0.9999,73,17149,
EVAL_000006932,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,3,19:00,0,True,C,good,normal,90.33,100.0,0.9807,109,15098,
EVAL_000006933,user_01901,OD_000029,ORG_009,EXT_001,19:00,15,4,19:05,5,False,A,good,strict,100.0,100.0,0.9982,67,15430,
