od_id,origin_location_id,origin_name,origin_resolved_name,origin_address,origin_lat,origin_lon,origin_poi_id,destination_location_id,destination_name,destination_resolved_name,destination_address,destination_lat,destination_lon,destination_poi_id,destination_region,user_count
OD_000113,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,HOME_023,성남동어울림아파트,성남동어울림아파트,경기 성남시 중원구 성남동,37.43038953,127.13773261,1136792,seongnam,21
OD_000114,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,EXT_012,경기광주역,경기광주역[경강선],경기 광주시 역동,37.39925633,127.25308413,6552665,gwangju,21
OD_000115,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,HOME_002,판교푸르지오그랑블,판교푸르지오그랑블아파트,경기 성남시 분당구 백현동,37.39333789,127.11654114,1577373,seongnam,21
OD_000116,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,HOME_009,판교백현마을7단지,백현마을7단지휴먼시아아파트,경기 성남시 분당구 백현동,37.38956044,127.11026404,1577384,seongnam,21
OD_000117,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,EXT_001,강남역,강남역[2호선],서울 강남구 역삼동,37.49804637,127.0279629,280181,seoul,20
OD_000118,ORG_002,넥슨코리아,넥슨코리아,경기 성남시 분당구 삼평동,37.40230883,127.10306989,2906347,EXT_005,선릉역,선릉역[2호선],서울 강남구 삼성동,37.50451822,127.04893303,280179,seoul,20
OD_000119,ORG_002,넥슨코리아,넥슨코리아,경기 성남시 분당구 삼평동,37.40230883,127.10306989,2906347,EXT_013,미사역,미사역[5호선],경기 하남시 망월동,37.56309735,127.19289048,8467712,hanam,20
OD_000120,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,EXT_009,수원역,수원역,경기 수원시 팔달구 매산로1가,37.26435073,126.99924985,10367609,suwon,20
OD_000121,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,EXT_001,강남역,강남역[2호선],서울 강남구 역삼동,37.49804637,127.0279629,280181,seoul,20
OD_000122,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,EXT_008,광교중앙역,광교중앙역[신분당선],경기 수원시 영통구 이의동,37.28845999,127.05163331,6518966,suwon,20
OD_000123,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,EXT_005,선릉역,선릉역[2호선],서울 강남구 삼성동,37.50451822,127.04893303,280179,seoul,20
OD_000124,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,EXT_010,죽전역,죽전역[수인분당선],경기 용인시 수지구 죽전동,37.32548448,127.10726611,1167140,yongin,20
OD_000125,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,HOME_012,산운12단지 판교센트럴포레,산운마을12단지판교센트럴포레아파트,경기 성남시 분당구 운중동,37.38969861,127.07129535,1577445,seongnam,20
OD_000126,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,HOME_014,산운마을13단지,산운마을13단지아파트,경기 성남시 분당구 운중동,37.38694898,127.07435071,1577535,seongnam,20
OD_000127,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,EXT_003,수서역,수서역,서울 강남구 수서동,37.48366056,127.10606731,6820888,seoul,20
OD_000128,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,20
OD_000129,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_021,성남 센트럴타운,센트럴타운아파트,경기 성남시 중원구 여수동,37.41864076,127.13056693,2821057,seongnam,20
OD_000130,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,HOME_016,산운마을6단지신동아파밀리에,산운마을6단지아파트,경기 성남시 분당구 운중동,37.39322605,127.07507269,1577434,seongnam,20
OD_000131,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,EXT_001,강남역,강남역[2호선],서울 강남구 역삼동,37.49804637,127.0279629,280181,seoul,20
OD_000132,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_008,판교봇들마을9단지금호어울림아파트,봇들마을9단지금호어울림아파트,경기 성남시 분당구 삼평동,37.39642089,127.11790204,1577338,seongnam,20
OD_000133,ORG_009,스마일게이트,스마일게이트캠퍼스,경기 성남시 분당구 삼평동,37.40258673,127.11179131,2819486,HOME_016,산운마을6단지신동아파밀리에,산운마을6단지아파트,경기 성남시 분당구 운중동,37.39322605,127.07507269,1577434,seongnam,20
OD_000134,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,HOME_022,성남단대푸르지오,단대푸르지오아파트,경기 성남시 수정구 단대동,37.4512208,127.15748022,2241323,seongnam,20
OD_000135,ORG_011,유라코퍼레이션,유라코퍼레이션,경기 성남시 분당구 삼평동,37.40258667,127.10826385,2264999,EXT_010,죽전역,죽전역[수인분당선],경기 용인시 수지구 죽전동,37.32548448,127.10726611,1167140,yongin,20
OD_000136,ORG_012,한국파스퇴르연구소,한국파스퇴르연구소,경기 성남시 분당구 삼평동,37.40647501,127.10270869,1587122,EXT_011,기흥역,기흥역[용인경전철],경기 용인시 기흥구 구갈동,37.27601815,127.11693329,1933629,yongin,20
OD_000137,ORG_013,차바이오컴플렉스,차바이오컴플렉스,경기 성남시 분당구 삼평동,37.4041421,127.11129131,2849159,EXT_004,삼성역,삼성역[2호선],서울 강남구 삼성동,37.50824028,127.06379268,280178,seoul,20
OD_000138,ORG_013,차바이오컴플렉스,차바이오컴플렉스,경기 성남시 분당구 삼평동,37.4041421,127.11129131,2849159,EXT_005,선릉역,선릉역[2호선],서울 강남구 삼성동,37.50451822,127.04893303,280179,seoul,20
OD_000139,ORG_013,차바이오컴플렉스,차바이오컴플렉스,경기 성남시 분당구 삼평동,37.4041421,127.11129131,2849159,EXT_009,수원역,수원역,경기 수원시 팔달구 매산로1가,37.26435073,126.99924985,10367609,suwon,20
OD_000140,ORG_013,차바이오컴플렉스,차바이오컴플렉스,경기 성남시 분당구 삼평동,37.4041421,127.11129131,2849159,HOME_003,봇들마을3단지아파트,판교봇들마을3단지아파트,경기 성남시 분당구 삼평동,37.40269792,127.1166242,1565444,seongnam,20
OD_000141,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,EXT_010,죽전역,죽전역[수인분당선],경기 용인시 수지구 죽전동,37.32548448,127.10726611,1167140,yongin,20
OD_000142,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,HOME_025,산성역 포레스티아 아파트,산성역포레스티아아파트,경기 성남시 수정구 신흥동,37.45080399,127.14689786,8466345,seongnam,20
OD_000143,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,HOME_026,신흥역 하늘채 랜더스원 3단지,신흥역하늘채랜더스원3단지아파트,경기 성남시 중원구 중앙동,37.44002753,127.15028675,8922214,seongnam,20
OD_000144,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,EXT_001,강남역,강남역[2호선],서울 강남구 역삼동,37.49804637,127.0279629,280181,seoul,20
OD_000145,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,HOME_017,파크타운아파트,파크타운롯데아파트,경기 성남시 분당구 수내동,37.372507,127.11812491,225355,seongnam,20
OD_000146,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,HOME_025,산성역 포레스티아 아파트,산성역포레스티아아파트,경기 성남시 수정구 신흥동,37.45080399,127.14689786,8466345,seongnam,20
OD_000147,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,EXT_007,사당역,사당역[2호선],서울 동작구 사당동,37.47654804,126.98160661,280185,seoul,19
OD_000148,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,HOME_010,판교백현마을8단지,백현마을8단지아파트,경기 성남시 분당구 백현동,37.38725512,127.10859759,1577388,seongnam,19
OD_000149,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,HOME_011,봇들마을휴먼시아8단지,봇들마을휴먼시아8단지아파트,경기 성남시 분당구 삼평동,37.39603199,127.11490232,1577357,seongnam,19
OD_000150,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,HOME_012,산운12단지 판교센트럴포레,산운마을12단지판교센트럴포레아파트,경기 성남시 분당구 운중동,37.38969861,127.07129535,1577445,seongnam,19
OD_000151,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,HOME_022,성남단대푸르지오,단대푸르지오아파트,경기 성남시 수정구 단대동,37.4512208,127.15748022,2241323,seongnam,19
OD_000152,ORG_002,넥슨코리아,넥슨코리아,경기 성남시 분당구 삼평동,37.40230883,127.10306989,2906347,EXT_004,삼성역,삼성역[2호선],서울 강남구 삼성동,37.50824028,127.06379268,280178,seoul,19
OD_000153,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,19
OD_000154,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,HOME_011,봇들마을휴먼시아8단지,봇들마을휴먼시아8단지아파트,경기 성남시 분당구 삼평동,37.39603199,127.11490232,1577357,seongnam,19
OD_000155,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,HOME_016,산운마을6단지신동아파밀리에,산운마을6단지아파트,경기 성남시 분당구 운중동,37.39322605,127.07507269,1577434,seongnam,19
OD_000156,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,EXT_002,잠실역,잠실역[2호선],서울 송파구 신천동,37.5140458,127.09934484,624344,seoul,19
OD_000157,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,19
OD_000158,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,HOME_002,판교푸르지오그랑블,판교푸르지오그랑블아파트,경기 성남시 분당구 백현동,37.39333789,127.11654114,1577373,seongnam,19
OD_000159,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,HOME_023,성남동어울림아파트,성남동어울림아파트,경기 성남시 중원구 성남동,37.43038953,127.13773261,1136792,seongnam,19
OD_000160,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,19
OD_000161,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,HOME_003,봇들마을3단지아파트,판교봇들마을3단지아파트,경기 성남시 분당구 삼평동,37.40269792,127.1166242,1565444,seongnam,19
OD_000162,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,EXT_005,선릉역,선릉역[2호선],서울 강남구 삼성동,37.50451822,127.04893303,280179,seoul,19
OD_000163,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_002,판교푸르지오그랑블,판교푸르지오그랑블아파트,경기 성남시 분당구 백현동,37.39333789,127.11654114,1577373,seongnam,19
OD_000164,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_003,봇들마을3단지아파트,판교봇들마을3단지아파트,경기 성남시 분당구 삼평동,37.40269792,127.1166242,1565444,seongnam,19
OD_000165,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_004,봇들마을4단지,봇들마을4단지아파트,경기 성남시 분당구 삼평동,37.40372558,127.11687415,1577335,seongnam,19
OD_000166,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_007,판교원마을7단지,판교원마을7단지아파트,경기 성남시 분당구 판교동,37.38642159,127.09237686,4084589,seongnam,19
OD_000167,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_019,판교알파리움2단지,판교알파리움2단지아파트,경기 성남시 분당구 백현동,37.39333776,127.1094029,5391791,seongnam,19
OD_000168,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,EXT_004,삼성역,삼성역[2호선],서울 강남구 삼성동,37.50824028,127.06379268,280178,seoul,19
OD_000169,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,HOME_013,산운마을11단지판교포레라움아파트,산운마을11단지판교포레라움아파트,경기 성남시 분당구 운중동,37.38947646,127.07393401,4084509,seongnam,19
OD_000170,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,EXT_004,삼성역,삼성역[2호선],서울 강남구 삼성동,37.50824028,127.06379268,280178,seoul,19
OD_000171,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,19
OD_000172,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,EXT_007,사당역,사당역[2호선],서울 동작구 사당동,37.47654804,126.98160661,280185,seoul,19
OD_000173,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_001,성남판교백현마을2단지,백현마을2단지아파트,경기 성남시 분당구 백현동,37.39325459,127.11776325,1577354,seongnam,19
OD_000174,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_002,판교푸르지오그랑블,판교푸르지오그랑블아파트,경기 성남시 분당구 백현동,37.39333789,127.11654114,1577373,seongnam,19
OD_000175,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_003,봇들마을3단지아파트,판교봇들마을3단지아파트,경기 성남시 분당구 삼평동,37.40269792,127.1166242,1565444,seongnam,19
OD_000176,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_015,산운마을14단지경남아너스빌아파트,산운마을경남아너스빌14단지아파트,경기 성남시 분당구 운중동,37.3841993,127.07415636,1577453,seongnam,19
OD_000177,ORG_009,스마일게이트,스마일게이트캠퍼스,경기 성남시 분당구 삼평동,37.40258673,127.11179131,2819486,HOME_011,봇들마을휴먼시아8단지,봇들마을휴먼시아8단지아파트,경기 성남시 분당구 삼평동,37.39603199,127.11490232,1577357,seongnam,19
OD_000178,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,EXT_003,수서역,수서역,서울 강남구 수서동,37.48366056,127.10606731,6820888,seoul,19
OD_000179,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,EXT_009,수원역,수원역,경기 수원시 팔달구 매산로1가,37.26435073,126.99924985,10367609,suwon,19
OD_000180,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,HOME_003,봇들마을3단지아파트,판교봇들마을3단지아파트,경기 성남시 분당구 삼평동,37.40269792,127.1166242,1565444,seongnam,19
OD_000181,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,HOME_016,산운마을6단지신동아파밀리에,산운마을6단지아파트,경기 성남시 분당구 운중동,37.39322605,127.07507269,1577434,seongnam,19
OD_000182,ORG_010,웹젠,웹젠,경기 성남시 분당구 삼평동,37.40222547,127.10090342,6327390,HOME_023,성남동어울림아파트,성남동어울림아파트,경기 성남시 중원구 성남동,37.43038953,127.13773261,1136792,seongnam,19
OD_000183,ORG_011,유라코퍼레이션,유라코퍼레이션,경기 성남시 분당구 삼평동,37.40258667,127.10826385,2264999,EXT_001,강남역,강남역[2호선],서울 강남구 역삼동,37.49804637,127.0279629,280181,seoul,19
OD_000184,ORG_011,유라코퍼레이션,유라코퍼레이션,경기 성남시 분당구 삼평동,37.40258667,127.10826385,2264999,EXT_007,사당역,사당역[2호선],서울 동작구 사당동,37.47654804,126.98160661,280185,seoul,19
OD_000185,ORG_011,유라코퍼레이션,유라코퍼레이션,경기 성남시 분당구 삼평동,37.40258667,127.10826385,2264999,HOME_005,봇들마을7단지,봇들마을7단지엔파트아파트,경기 성남시 분당구 삼평동,37.39639306,127.11495786,1577351,seongnam,19
OD_000186,ORG_011,유라코퍼레이션,유라코퍼레이션,경기 성남시 분당구 삼평동,37.40258667,127.10826385,2264999,HOME_009,판교백현마을7단지,백현마을7단지휴먼시아아파트,경기 성남시 분당구 백현동,37.38956044,127.11026404,1577384,seongnam,19
OD_000187,ORG_012,한국파스퇴르연구소,한국파스퇴르연구소,경기 성남시 분당구 삼평동,37.40647501,127.10270869,1587122,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,19
OD_000188,ORG_012,한국파스퇴르연구소,한국파스퇴르연구소,경기 성남시 분당구 삼평동,37.40647501,127.10270869,1587122,HOME_011,봇들마을휴먼시아8단지,봇들마을휴먼시아8단지아파트,경기 성남시 분당구 삼평동,37.39603199,127.11490232,1577357,seongnam,19
OD_000189,ORG_014,경기창조경제혁신센터,경기창조경제혁신센터,경기 성남시 분당구 삼평동,37.40047572,127.10393097,6289967,HOME_001,성남판교백현마을2단지,백현마을2단지아파트,경기 성남시 분당구 백현동,37.39325459,127.11776325,1577354,seongnam,19
OD_000190,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,EXT_007,사당역,사당역[2호선],서울 동작구 사당동,37.47654804,126.98160661,280185,seoul,19
OD_000191,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,EXT_013,미사역,미사역[5호선],경기 하남시 망월동,37.56309735,127.19289048,8467712,hanam,19
OD_000192,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,HOME_001,성남판교백현마을2단지,백현마을2단지아파트,경기 성남시 분당구 백현동,37.39325459,127.11776325,1577354,seongnam,19
OD_000193,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,HOME_008,판교봇들마을9단지금호어울림아파트,봇들마을9단지금호어울림아파트,경기 성남시 분당구 삼평동,37.39642089,127.11790204,1577338,seongnam,19
OD_000194,ORG_015,유스페이스1,유스페이스 1동,경기 성남시 분당구 삼평동,37.40011472,127.10762509,2875928,HOME_023,성남동어울림아파트,성남동어울림아파트,경기 성남시 중원구 성남동,37.43038953,127.13773261,1136792,seongnam,19
OD_000195,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,EXT_012,경기광주역,경기광주역[경강선],경기 광주시 역동,37.39925633,127.25308413,6552665,gwangju,18
OD_000196,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,HOME_019,판교알파리움2단지,판교알파리움2단지아파트,경기 성남시 분당구 백현동,37.39333776,127.1094029,5391791,seongnam,18
OD_000197,ORG_001,LIG넥스원 판교하우스,LIG 디펜스&에어로스페이스 판교하우스R&D센터,경기 성남시 분당구 삼평동,37.4045865,127.11190235,2506828,HOME_021,성남 센트럴타운,센트럴타운아파트,경기 성남시 중원구 여수동,37.41864076,127.13056693,2821057,seongnam,18
OD_000198,ORG_002,넥슨코리아,넥슨코리아,경기 성남시 분당구 삼평동,37.40230883,127.10306989,2906347,EXT_006,교대역,교대역[2호선],서울 서초구 서초동,37.49399104,127.01435314,280182,seoul,18
OD_000199,ORG_002,넥슨코리아,넥슨코리아,경기 성남시 분당구 삼평동,37.40230883,127.10306989,2906347,EXT_009,수원역,수원역,경기 수원시 팔달구 매산로1가,37.26435073,126.99924985,10367609,suwon,18
OD_000200,ORG_002,넥슨코리아,넥슨코리아,경기 성남시 분당구 삼평동,37.40230883,127.10306989,2906347,HOME_005,봇들마을7단지,봇들마을7단지엔파트아파트,경기 성남시 분당구 삼평동,37.39639306,127.11495786,1577351,seongnam,18
OD_000201,ORG_002,넥슨코리아,넥슨코리아,경기 성남시 분당구 삼평동,37.40230883,127.10306989,2906347,HOME_027,신흥역 하늘채 랜더스원 4단지,신흥역하늘채랜더스원4단지아파트,경기 성남시 중원구 중앙동,37.44030526,127.14978679,8922194,seongnam,18
OD_000202,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,EXT_002,잠실역,잠실역[2호선],서울 송파구 신천동,37.5140458,127.09934484,624344,seoul,18
OD_000203,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,EXT_010,죽전역,죽전역[수인분당선],경기 용인시 수지구 죽전동,37.32548448,127.10726611,1167140,yongin,18
OD_000204,ORG_003,엔씨소프트 판교 R&D센터,엔씨판교R&D센터,경기 성남시 분당구 삼평동,37.39975366,127.10809728,2849469,HOME_007,판교원마을7단지,판교원마을7단지아파트,경기 성남시 분당구 판교동,37.38642159,127.09237686,4084589,seongnam,18
OD_000205,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,EXT_011,기흥역,기흥역[용인경전철],경기 용인시 기흥구 구갈동,37.27601815,127.11693329,1933629,yongin,18
OD_000206,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,HOME_015,산운마을14단지경남아너스빌아파트,산운마을경남아너스빌14단지아파트,경기 성남시 분당구 운중동,37.3841993,127.07415636,1577453,seongnam,18
OD_000207,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,HOME_016,산운마을6단지신동아파밀리에,산운마을6단지아파트,경기 성남시 분당구 운중동,37.39322605,127.07507269,1577434,seongnam,18
OD_000208,ORG_004,안랩,안랩,경기 성남시 분당구 삼평동,37.40083691,127.11023594,981514,HOME_022,성남단대푸르지오,단대푸르지오아파트,경기 성남시 수정구 단대동,37.4512208,127.15748022,2241323,seongnam,18
OD_000209,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,HOME_006,백현마을5단지(주공),백현마을5단지아파트,경기 성남시 분당구 백현동,37.39036594,127.11276379,1577381,seongnam,18
OD_000210,ORG_005,NHN Play Museum,NHN플레이뮤지엄(성남) 전기차충전소,경기 성남시 분당구 삼평동,37.4007257,127.10412539,11294177,HOME_027,신흥역 하늘채 랜더스원 4단지,신흥역하늘채랜더스원4단지아파트,경기 성남시 중원구 중앙동,37.44030526,127.14978679,8922194,seongnam,18
OD_000211,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_008,판교봇들마을9단지금호어울림아파트,봇들마을9단지금호어울림아파트,경기 성남시 분당구 삼평동,37.39642089,127.11790204,1577338,seongnam,18
OD_000212,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_015,산운마을14단지경남아너스빌아파트,산운마을경남아너스빌14단지아파트,경기 성남시 분당구 운중동,37.3841993,127.07415636,1577453,seongnam,18
OD_000213,ORG_006,네오위즈 판교타워,네오위즈판교타워,경기 성남시 분당구 삼평동,37.40047572,127.10387542,5387232,HOME_026,신흥역 하늘채 랜더스원 3단지,신흥역하늘채랜더스원3단지아파트,경기 성남시 중원구 중앙동,37.44002753,127.15028675,8922214,seongnam,18
OD_000214,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,EXT_010,죽전역,죽전역[수인분당선],경기 용인시 수지구 죽전동,37.32548448,127.10726611,1167140,yongin,18
OD_000215,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,HOME_017,파크타운아파트,파크타운롯데아파트,경기 성남시 분당구 수내동,37.372507,127.11812491,225355,seongnam,18
OD_000216,ORG_007,위메이드 판교 사옥,위메이드타워,경기 성남시 분당구 삼평동,37.40133688,127.11176357,5888704,HOME_024,성남두산,성남두산아파트,경기 성남시 수정구 신흥동,37.44436034,127.14931449,374599,seongnam,18
OD_000217,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_005,봇들마을7단지,봇들마을7단지엔파트아파트,경기 성남시 분당구 삼평동,37.39639306,127.11495786,1577351,seongnam,18
OD_000218,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_007,판교원마을7단지,판교원마을7단지아파트,경기 성남시 분당구 판교동,37.38642159,127.09237686,4084589,seongnam,18
OD_000219,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_019,판교알파리움2단지,판교알파리움2단지아파트,경기 성남시 분당구 백현동,37.39333776,127.1094029,5391791,seongnam,18
OD_000220,ORG_008,카카오게임즈,카카오게임즈,경기 성남시 분당구 백현동,37.39447653,127.10987504,6508888,HOME_025,산성역 포레스티아 아파트,산성역포레스티아아파트,경기 성남시 수정구 신흥동,37.45080399,127.14689786,8466345,seongnam,18
